"","scrubbed_genus","scrubbed_species_binomial","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","observation_type"
"1817","Oryza","Oryza latifolia",16.6,-88.56666,1942-03-04,"MO","MO","MO","MO",NA,267,"specimen"
"1818","Oryza","Oryza latifolia",-4.289444,-38.906667,2011-08-14,"GBIF","UEFS","UEFS","UEFS","HUEFS",1909,"specimen"
"1819","Oryza","Oryza latifolia",4.666667,-76.916664,1979-04-07,"GBIF","ICN","ICN","ICN","COL",4487,"specimen"
"1820","Oryza","Oryza latifolia",-23.17,-58.17,NA,"GBIF","CTES","CTES","CTES","HERB",4330,"specimen"
"1821","Oryza","Oryza longistaminata",9.73643,15.90727,1964-12-04,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1822","Oryza","Oryza latifolia",16.550556,-88.716667,2009-07-21,"GBIF","E","E","E","E",4362,"specimen"
"1823","Oryza","Oryza barthii",14.434917,-0.22875,2002-08-28,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"1824","Oryza","Oryza punctata",7.418242,3.896278,1973-02-08,"GBIF","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)",NA,3785,"specimen"
"1825","Oryza","Oryza brachyantha",12.45,-12.25,1995-10-20,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"1826","Oryza","Oryza barthii",14.73861,-17.50835,1960-10-14,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1827","Oryza","Oryza latifolia",6.0957,-77.3541,2011-09-01,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1828","Oryza","Oryza latifolia",-23.53333,-58.13333,1993-11-19,"MO","FCQ, MO","FCQ, MO","FCQ, MO",NA,267,"specimen"
"1829","Oryza","Oryza latifolia",6.106589,-77.383131,2011-09-01,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1830","Oryza","Oryza latifolia",9.85,-84.64,1993-11-16,"GBIF","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)",950,"specimen"
"1831","Oryza","Oryza latifolia",13.794,-89.48119,2012-08-15,"GBIF","LAGU","LAGU","LAGU","Herbarium LAGU",4538,"specimen"
"1832","Oryza","Oryza latifolia",8.88972,-78.75138,1961-10-14,"MO","MO","MO","MO",NA,267,"specimen"
"1833","Oryza","Oryza barthii",11.733,-0.35,1996-08-31,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"1834","Oryza","Oryza latifolia",13.48919,-89.27114,2019-01-18,"GBIF","LAGU","LAGU","LAGU","Herbarium LAGU",4538,"specimen"
"1835","Oryza","Oryza latifolia",17.251667,-94.599167,1974-11-09,"GBIF","INECOL","INECOL","INECOL","XAL",616,"specimen"
"1836","Oryza","Oryza latifolia",8.74611,-69.22222,1993-01-17,"MO",NA,NA,NA,NA,267,"specimen"
"1837","Oryza","Oryza barthii",10.966667,-3.25,1994-09-21,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"1838","Oryza","Oryza barthii",14.36548,3.32679,1934-08-19,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1839","Oryza","Oryza barthii",14.183333,-0.033333,1999-09-05,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"1840","Oryza","Oryza latifolia",-24.92805,-58.17833,1994-08-13,"MO","AS, MO","AS, MO","AS, MO",NA,267,"specimen"
"1841","Oryza","Oryza barthii",12.7,-1.183,1997-10-16,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"1842","Oryza","Oryza barthii",7.784722,15.101389,1986-12-20,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1843","Oryza","Oryza longistaminata",10.375,-0.875,1957-10-06,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1844","Oryza","Oryza barthii",12.0375,13.921667,1992-09-06,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"1845","Oryza","Oryza latifolia",5.669806,-72.070778,2010-02-08,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1846","Oryza","Oryza barthii",11.333333,14.583333,1983-11-05,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1847","Oryza","Oryza barthii",10.383333,14.583333,1985-10-15,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1848","Oryza","Oryza latifolia",13.66667,-89.86667,2005-10-27,"GBIF","LAGU","LAGU","LAGU","Herbarium LAGU",4538,"specimen"
"1849","Oryza","Oryza barthii",12.1,-1.567,NA,"GBIF","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Herbier CNRST/INERA",2946,"specimen"
"1850","Oryza","Oryza latifolia",6.094881,-77.362039,2011-09-01,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1851","Oryza","Oryza latifolia",7.135982,-77.233543,1967-05-18,"MO","MO","MO","MO",NA,267,"specimen"
"1852","Oryza","Oryza latifolia",6.10765,-77.417619,2011-09-01,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1853","Oryza","Oryza barthii",12.156389,0.146944,2001-10-02,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"1854","Oryza","Oryza latifolia",-7.4,-47.1166667,1985-03-18,"SpeciesLink","JBRJ","JBRJ","JBRJ","JBRJ_RB",238,"specimen"
"1855","Oryza","Oryza latifolia",17.073915,-99.779468,1979-11-01,"GBIF","INECOL","INECOL","INECOL","IEB",616,"specimen"
"1856","Oryza","Oryza latifolia",-24.81805,-58.32722,1998-05-24,"MO","AS, MO","AS, MO","AS, MO",NA,267,"specimen"
"1857","Oryza","Oryza latifolia",16.23333,-89,1989-03-21,"MO","MO","MO","MO",NA,267,"specimen"
"1858","Oryza","Oryza barthii",11.05,15.033333,1985-10-13,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1859","Oryza","Oryza barthii",14.4,-0.3,1996-09-14,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"1860","Oryza","Oryza longistaminata",3.75,12.25,1986-04-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1861","Oryza","Oryza barthii",14.05,-0.033333,1995-10-09,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"1862","Oryza","Oryza barthii",9.433333,13.433333,1982-09-17,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1863","Oryza","Oryza punctata",12.304167,13.778056,1995-09-10,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"1864","Oryza","Oryza barthii",11.333333,14.583333,1974-09-17,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1865","Oryza","Oryza latifolia",15.4333,-93,1960-10-28,"GBIF","US","US","US","Botany",4885,"specimen"
"1866","Oryza","Oryza latifolia",13.87611,-88.96722,2002-03-15,"GBIF","LAGU","LAGU","LAGU","Herbarium LAGU",4538,"specimen"
"1867","Oryza","Oryza latifolia",13.68333,-89.6,2011-07-13,"GBIF","LAGU","LAGU","LAGU","Herbarium LAGU",4538,"specimen"
"1868","Oryza","Oryza latifolia",9.01666,-69.95,1982-10-30,"MO","MO","MO","MO",NA,267,"specimen"
"1869","Oryza","Oryza eichingeri",-2.333333,34.833333,1973-11-04,"GBIF","SWRC","SWRC","SWRC","Herbarium",4021,"specimen"
"1870","Oryza","Oryza punctata",-8.35,38.93333,NA,"MO",NA,NA,NA,NA,267,"specimen"
"1871","Oryza","Oryza punctata",-7.26369,37.1521,2012-07-07,"GBIF","US","US","US","Botany",4885,"specimen"
"1872","Oryza","Oryza barthii",14.74477,-17.52519,1965-11-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1873","Oryza","Oryza barthii",14.1,-1.633,NA,"GBIF","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Herbier CNRST/INERA",2946,"specimen"
"1874","Oryza","Oryza barthii",14.74416,-17.51206,1960-10-14,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1875","Oryza","Oryza latifolia",13.51317,-89.60808,2017-09-04,"GBIF","LAGU","LAGU","LAGU","Herbarium LAGU",4538,"specimen"
"1876","Oryza","Oryza latifolia",13.736897,-88.866511,1998-02-01,"GBIF","NHMUK","NHMUK","NHMUK","BOT",1748,"specimen"
"1877","Oryza","Oryza longistaminata",10.375,-0.375,1957-10-01,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1878","Oryza","Oryza latifolia",-23.928889,-58.580278,2004-02-13,"GBIF","NHMUK","NHMUK","NHMUK","BOT",1748,"specimen"
"1879","Oryza","Oryza latifolia",-3.81,-70.26,1998-04-19,"GBIF","Instituto Amazónico de Investigaciones Científicas (SINCHI)","Instituto Amazónico de Investigaciones Científicas (SINCHI)","Instituto Amazónico de Investigaciones Científicas (SINCHI)","COAH",1408,"specimen"
"1880","Oryza","Oryza latifolia",-23.92888,-58.58027,2004-02-13,"MO","MO","MO","MO",NA,267,"specimen"
"1881","Oryza","Oryza latifolia",16.55,-88.7,1995-08-02,"NY","NY","NY","NY","Herbarium",251,"specimen"
"1882","Oryza","Oryza barthii",11.94465,-0.77348,1974-11-15,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1883","Oryza","Oryza australiensis",-14.8028,134.9083,2009-04-16,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1884","Oryza","Oryza grandiglumis",-14.883333,-64.95,1992-07-22,"MO","MO","MO","MO",NA,267,"specimen"
"1885","Oryza","Oryza latifolia",10.389722,-83.971389,2006-10-18,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1886","Oryza","Oryza latifolia",10.8525,-74.234167,2014-10-18,"GBIF","UNIMAG","UNIMAG","UNIMAG","UTMC",2335,"specimen"
"1887","Oryza","Oryza australiensis",-16.6167,135.05,1947-05-09,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1888","Oryza","Oryza punctata",-6.2,38.7,1998-07-13,"MO","MO","MO","MO",NA,267,"specimen"
"1889","Oryza","Oryza latifolia",3.378944,-73.543972,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1890","Oryza","Oryza latifolia",5.870694,-56.926889,2018-03-20,"GBIF","SNRI/ADRON","SNRI/ADRON","SNRI/ADRON","RICEWEEDS",3083,"specimen"
"1891","Oryza","Oryza latifolia",5.949417,-57.036306,2018-02-23,"GBIF","SNRI/ADRON","SNRI/ADRON","SNRI/ADRON","RICEWEEDS",3083,"specimen"
"1892","Oryza","Oryza latifolia",-16.064167,-57.709722,2007-06-13,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"1893","Oryza","Oryza australiensis",-15.331896,135.351188,1995-05-04,"GBIF","DNA","DNA","DNA","NT",4352,"specimen"
"1894","Oryza","Oryza australiensis",-16.298575,133.734538,1991-05-02,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1895","Oryza","Oryza latifolia",3.538806,-73.730083,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1896","Oryza","Oryza longistaminata",-18.625,24.375,1977-05-17,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1897","Oryza","Oryza punctata",-3.62641,33.43004,1931-05-25,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1898","Oryza","Oryza australiensis",-14.66723,131.70028,1997-04-12,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1899","Oryza","Oryza australiensis",-15.78529,129.10811,2011-05-15,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1900","Oryza","Oryza australiensis",-19.217205,137.929194,2004-03-25,"GBIF","DNA","DNA","DNA","NT",4352,"specimen"
"1901","Oryza","Oryza latifolia",3.538778,-73.729028,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1902","Oryza","Oryza punctata",14.17,32.11,1841-01-01,"GBIF","NHMUK","NHMUK","NHMUK","BOT",1748,"specimen"
"1903","Oryza","Oryza australiensis",-15,133.166667,1987-05-09,"GBIF","MEL","MEL","MEL","MEL",4601,"specimen"
"1904","Oryza","Oryza longistaminata",-19.125,23.375,1998-04-03,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1905","Oryza","Oryza latifolia",-7.4,-47.116667,1985-03-18,"GBIF","UNICAMP","UNICAMP","UNICAMP","UEC",2660,"specimen"
"1906","Oryza","Oryza australiensis",-13.882048,130.451025,1946-07-25,"GBIF","AD","AD","AD","AD",4169,"specimen"
"1907","Oryza","Oryza australiensis",-17.748554,135.667863,1973-04-28,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1908","Oryza","Oryza longistaminata",-19.125,23.375,1973-01-18,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1909","Oryza","Oryza australiensis",-17.265258,130.467912,1974-06-16,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1910","Oryza","Oryza latifolia",17.2125,-94.245833,1981-05-26,"GBIF","INECOL","INECOL","INECOL","XAL",616,"specimen"
"1911","Oryza","Oryza australiensis",-19.1731,136.2731,1999-02-01,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1912","Oryza","Oryza australiensis",-16.3,133.7167,1967-06-07,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1913","Oryza","Oryza australiensis",-15.396708,135.233508,2008-04-19,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1914","Oryza","Oryza australiensis",-19.9386,137.8711,2002-04-26,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1915","Oryza","Oryza barthii",13.716,-16.416,1995-09-30,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"1916","Oryza","Oryza australiensis",-13.75,130.483333,1946-07-21,"GBIF","MEL","MEL","MEL","MEL",4601,"specimen"
"1917","Oryza","Oryza australiensis",-16.1667,136.8333,1987-05-12,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1918","Oryza","Oryza australiensis",-18.3333,134.2833,1999-05-13,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1919","Oryza","Oryza longistaminata",-18.44666,22.0175,1996-01-28,"MO",NA,NA,NA,NA,267,"specimen"
"1920","Oryza","Oryza australiensis",-18.81278,136.59139,1997-04-15,"GBIF","DNA","DNA","DNA","NT",4352,"specimen"
"1921","Oryza","Oryza latifolia",10.389722,-83.97139,2006-10-18,"MO","INB, MO","INB, MO","INB, MO",NA,267,"specimen"
"1922","Oryza","Oryza australiensis",-15.600761,135.433378,2017-05-16,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1923","Oryza","Oryza longistaminata",7.17021,13.6265,1964-02-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1924","Oryza","Oryza australiensis",-16.9562,130.9959,2004-04-21,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1925","Oryza","Oryza australiensis",-15.9669,129.0422,2002-05-02,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1926","Oryza","Oryza australiensis",-16.37,134.93,1971-06-03,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1927","Oryza","Oryza latifolia",5.795806,-56.815222,2018-04-27,"GBIF","SNRI/ADRON","SNRI/ADRON","SNRI/ADRON","RICEWEEDS",3083,"specimen"
"1928","Oryza","Oryza latifolia",5.936889,-57.033111,2018-02-23,"GBIF","SNRI/ADRON","SNRI/ADRON","SNRI/ADRON","RICEWEEDS",3083,"specimen"
"1929","Oryza","Oryza latifolia",13.6833333,-89.65,2009-08-29,"MO","B, LAGU, MO","B, LAGU, MO","B, LAGU, MO",NA,267,"specimen"
"1930","Oryza","Oryza latifolia",-7.4,-47.116667,1985-03-18,"GBIF","UFRGS","UFRGS","UFRGS","ICN",2796,"specimen"
"1931","Oryza","Oryza australiensis",-16.365236,134.934519,1971-06-03,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1932","Oryza","Oryza australiensis",-15.7797,130.0981,2002-05-03,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1933","Oryza","Oryza latifolia",3.538806,-73.730083,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1934","Oryza","Oryza australiensis",-16.315247,133.701205,1967-06-07,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1935","Oryza","Oryza australiensis",-20.098549,136.967868,1977-05-12,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1936","Oryza","Oryza latifolia",3.538778,-73.729028,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1937","Oryza","Oryza latifolia",-30.89,-59.54,NA,"GBIF","SI","SI","SI","HERB",4773,"specimen"
"1938","Oryza","Oryza australiensis",-15.427,130.3596,1999-06-05,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1939","Oryza","Oryza latifolia",9.9,-84.63,NA,"GBIF","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)",950,"specimen"
"1940","Oryza","Oryza latifolia",-16.52027,-61.84638,1995-03-20,"MO","MO, USZ","MO, USZ","MO, USZ",NA,267,"specimen"
"1941","Oryza","Oryza latifolia",13.71888,-89.72416,1958-08-22,"MO","ITIC","ITIC","ITIC",NA,267,"specimen"
"1942","Oryza","Oryza latifolia",-17.5,-61.5,1985-01-03,"GBIF","F","F","F","Botany",4382,"specimen"
"1943","Oryza","Oryza latifolia",-27.72,-56.73,NA,"GBIF","LIL","LIL","LIL","HERB",4552,"specimen"
"1944","Oryza","Oryza australiensis",-18.648333,137.097778,2014-04-19,"GBIF","DNA","DNA","DNA","NT",4352,"specimen"
"1945","Oryza","Oryza latifolia",-16.32,-61.92,NA,"GBIF","SI","SI","SI","HERB",4773,"specimen"
"1946","Oryza","Oryza latifolia",13.4580556,-87.7594444,1998-02-01,"MO","MO","MO","MO",NA,267,"specimen"
"1947","Oryza","Oryza australiensis",-12.5667,131.3167,1964-03-01,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1948","Oryza","Oryza australiensis",-17.798572,133.834545,1975-05-30,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1949","Oryza","Oryza australiensis",-15.67521,135.44419,2008-04-18,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1950","Oryza","Oryza australiensis",-14.333333,132.266667,1947-04-24,"GBIF","MEL","MEL","MEL","MEL",4601,"specimen"
"1951","Oryza","Oryza latifolia",3.543917,-73.724611,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1952","Oryza","Oryza australiensis",-15.9636,129.0508,2002-05-02,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1953","Oryza","Oryza latifolia",5.936667,-57.033111,2018-02-23,"GBIF","SNRI/ADRON","SNRI/ADRON","SNRI/ADRON","RICEWEEDS",3083,"specimen"
"1954","Oryza","Oryza australiensis",-15.331896,135.351188,1995-05-04,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1955","Oryza","Oryza australiensis",-15,133.166667,1987-05-09,"GBIF","NE","NE","NE","NE",4654,"specimen"
"1956","Oryza","Oryza australiensis",-19.93,137.87,2002-04-26,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1957","Oryza","Oryza longistaminata",-19.875,23.625,1972-04-09,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1958","Oryza","Oryza longistaminata",13.066,-16.6,1994-09-12,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"1959","Oryza","Oryza longistaminata",-24.65087,28.68566,1975-02-15,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1960","Oryza","Oryza australiensis",-19.9972,137.7825,2002-04-26,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1961","Oryza","Oryza grandiglumis",-4.91667,-73.66666,1988-05-04,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1962","Oryza","Oryza latifolia",13.6833333,-89.6,2011-07-13,"MO","B, LAGU, MO","B, LAGU, MO","B, LAGU, MO",NA,267,"specimen"
"1963","Oryza","Oryza latifolia",3.543917,-73.724611,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1964","Oryza","Oryza australiensis",-19.981872,137.784514,1995-03-26,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1965","Oryza","Oryza latifolia",3.538806,-73.730083,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1966","Oryza","Oryza latifolia",-16.266667,-55.966667,2007-07-25,"GBIF","UFMT","UFMT","UFMT","UFMT",4863,"specimen"
"1967","Oryza","Oryza latifolia",3.378944,-73.543972,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1968","Oryza","Oryza brachyantha",13.04955,-9.50525,1944-08-03,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1969","Oryza","Oryza latifolia",17.508611,-93.000556,1984-11-13,"GBIF","IBUNAM","IBUNAM","IBUNAM","MEXU",2859,"specimen"
"1970","Oryza","Oryza longistaminata",7.33815,13.56683,1955-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1971","Oryza","Oryza australiensis",-15.9636,129.0508,2002-05-02,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1972","Oryza","Oryza latifolia",14.86666,-88,1988-11-02,"MO","MO","MO","MO",NA,267,"specimen"
"1973","Oryza","Oryza australiensis",-19.9972,137.7825,2002-04-26,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1974","Oryza","Oryza longistaminata",-19.875,23.625,1972-04-09,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1975","Oryza","Oryza brachyantha",9.46238,-13.79651,1847-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1976","Oryza","Oryza longistaminata",9.37528,16.40736,1964-10-17,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1977","Oryza","Oryza latifolia",10.389722,-83.971389,2006-10-18,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1978","Oryza","Oryza australiensis",-16.3764,134.0617,2002-04-29,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1979","Oryza","Oryza australiensis",-19.9386,137.8711,2002-04-26,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1980","Oryza","Oryza australiensis",-15.9669,129.0422,2002-05-02,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1981","Oryza","Oryza australiensis",-15.7853,129.1081,2011-05-15,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1982","Oryza","Oryza australiensis",-13.883333,130.45,1946-07-25,"GBIF","MEL","MEL","MEL","MEL",4601,"specimen"
"1983","Oryza","Oryza barthii",9.854258,10.303018,1970-10-30,"GBIF","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)",NA,3785,"specimen"
"1984","Oryza","Oryza australiensis",-16.1,136.25,1987-05-12,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1985","Oryza","Oryza latifolia",5.828194,-56.987528,2018-02-13,"GBIF","SNRI/ADRON","SNRI/ADRON","SNRI/ADRON","RICEWEEDS",3083,"specimen"
"1986","Oryza","Oryza australiensis",-19.9389,137.8722,2001-01-28,"GBIF","DNA","DNA","DNA","NT",4352,"specimen"
"1987","Oryza","Oryza latifolia",3.543917,-73.724611,2010-07-15,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1988","Oryza","Oryza grandiglumis",-4,-75,1976-03-30,"GBIF","F","F","F","Botany",4382,"specimen"
"1989","Oryza","Oryza longistaminata",10.75,1.383,NA,"GBIF","HNB","HNB","HNB","ABC",2340,"specimen"
"1990","Oryza","Oryza australiensis",-13.75,130.4833,1946-07-21,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1991","Oryza","Oryza australiensis",-15.3401,135.356,2008-04-22,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
